0,10
0,20
0,30
0,40
0,50
0,60
30,10
30,20
30,30
30,40
30,50
30,60
60,0
60,10
60,20
60,30
60,40
60,50
60,60
90,0
90,10
90,20
90,30
90,40
90,50
90,60
15,10
15,20
15,30
15,40
15,50
15,60
45,10
45,20
45,30
45,40
45,50
45,60
75,0
75,10
75,20
75,30
75,40
75,50
75,60
